code,name,serial,system_id,price,area,note
30568,ＡＬＬ．ＮＥＴＰ－ｒａｓＭＬＵＴＩ（ハブ＆ルーター）,,,,0,
57501,クイズマジックアカデミー（ＨＧ筐体）,TMAQJB007309,'01201000000001ECC6A2,1097800,69.42,
57502,クイズマジックアカデミー（ＨＧ筐体）,TMAQJB007409,'01201000000001ECEDEC,1097800,69.42,
57503,クイズマジックアカデミー（ＨＧ筐体）,TMAQJB007509,'01201000000001ED3198,1097800,69.42,
57504,クイズマジックアカデミー（ＨＧ筐体）,TMAQJB007609,'01201000000001ED8543,1097800,69.42,
57087,ジョジョの奇妙な冒険ラストサバイバー,ABLN3030525,,1672000,1.53,
57088,ジョジョの奇妙な冒険ラストサバイバー,ABLN3030526,,1672000,1.53,
57089,ジョジョの奇妙な冒険ラストサバイバー,ABLN3030527,,1672000,1.53,
57090,ジョジョの奇妙な冒険ラストサバイバー,ABLN3030528,,1672000,1.53,
57080,ジョジョの奇妙な冒険ラストサバイバー（ルーター）,,,32780,0,
30334,ネシカクロスライブ（本体）,,,,0,
52931,ボンバーガール,QBCQJB007908,'01201000000001CCD601,,1.5,
52932,ボンバーガール,QBCQJB007708,'01201000000001CD0608,,1.5,
52933,ボンバーガール,QBCQJB007808,'01201000000001CD018D,,1.5,
52934,ボンバーガール,QBCQJB007608,'01201000000001CD03E3,,1.5,
53482,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3116015,,,1.3,
53483,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3116016,,,1.3,
53484,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3116017,,,1.3,
53485,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3116018,,,1.3,
53486,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3114792,,,1.3,
53487,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3114791,,,1.3,
53488,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3115396,,,1.3,
53489,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3115395,,,1.3,
53490,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3116014,,,1.3,
53491,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3116013,,,1.3,
53492,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3115391,,,1.3,
53493,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3115397,,,1.3,
53394,機動戦士ガンダムＥＸＶＳ２（モニター）,ABLN1110707,,0,2.27,
53395,機動戦士ガンダムＥＸＶＳ２（モニター）,ABLN1110706,,0,2.27,
59133,武装神姫アーマードプリンセスバトルコンダクター,TBSQJC049100,'01201000000001F26092,1262800,0,
59134,武装神姫アーマードプリンセスバトルコンダクター,TBSQJC049200,'01201000000001F23EAF,1262800,0,
59135,武装神姫アーマードプリンセスバトルコンダクター,TBSQJC049300,'01201000000001F2818C,1262800,0,
59136,武装神姫アーマードプリンセスバトルコンダクター,TBSQJC049400,'01201000000001F2F9B5,1262800,0,
7680,麻雀格闘倶楽部（本体）,KK9EJA085700,,0,2.03,
50228,麻雀格闘倶楽部－ＨＧ筐体（サテライト）,QKQ9JA106007,'01201000000001B95847,,1.5,
50231,麻雀格闘倶楽部－ＨＧ筐体（サテライト）,QKQ9JA105907,'01201000000001B9837B,,1.5,
50581,ＴＲＹ　ＰＯＤ,,,,4.66,
50582,ＴＲＹ　ＰＯＤ,,,,4.66,
50583,ＴＲＹ　ＰＯＤ,,,,4.66,
50584,ＴＲＹ　ＰＯＤ,,,,4.66,
51976,ＴＲＹ　ＰＯＤ,,,,4.66,
51977,ＴＲＹ　ＰＯＤ,,,,4.66,
30329,ＵＦＯあらかるとＤＸ,,,,3.5,
29918,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29919,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29920,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29921,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29922,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29923,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29924,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29925,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29926,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29927,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29928,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29929,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29930,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29931,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29932,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29933,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29934,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29935,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29936,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
29937,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
30134,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
30135,ＵＦＯキャッチャー８Ｓｅｃｏｎｄ,,,,4.39,
31279,ＵＦＯキャッチャー８Ｓｅｃｏｎｄライト,,,,4.39,
31407,ＵＦＯキャッチャー８Ｓｅｃｏｎｄライト,,,,4.39,
31434,ＵＦＯキャッチャー８Ｓｅｃｏｎｄライト,,,,4.39,
31435,ＵＦＯキャッチャー８Ｓｅｃｏｎｄライト,,,,4.39,
33533,ＵＦＯキャッチャー８Ｓｅｃｏｎｄライト,,,,4.39,
33534,ＵＦＯキャッチャー８Ｓｅｃｏｎｄライト,,,,4.39,
39635,ＵＦＯキャッチャー９,,,,4.46,
39636,ＵＦＯキャッチャー９,,,,4.46,
39637,ＵＦＯキャッチャー９,,,,4.46,
39638,ＵＦＯキャッチャー９,,,,4.46,
39639,ＵＦＯキャッチャー９,,,,4.46,
39640,ＵＦＯキャッチャー９,,,,4.46,
57979,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,990000,4.41,
57980,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,990000,4.41,
57981,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,990000,4.41,
57982,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,990000,4.41,
57983,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,990000,4.41,
57984,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,990000,4.41,
54241,ＵＦＯキャッチャーＤＵＥＴ,,,,1.69,合計メーター
54242,ＵＦＯキャッチャーＤＵＥＴ,,,,1.69,合計メーター
54468,ＵＦＯキャッチャーＤＵＥＴ,,,,1.69,合計メーター
54469,ＵＦＯキャッチャーＤＵＥＴ,,,,1.69,合計メーター
56427,ＵＦＯキャッチャーＤＵＥＴ,,,797040,1.69,合計メーター
56428,ＵＦＯキャッチャーＤＵＥＴ,,,797040,1.69,合計メーター
52845,ＵＦＯキャッチャートリプルツイン,,,,4.41,
52846,ＵＦＯキャッチャートリプルツイン,,,,4.41,
52847,ＵＦＯキャッチャートリプルツイン,,,,4.41,
52848,ＵＦＯキャッチャートリプルツイン,,,,4.41,
52866,ＵＦＯキャッチャートリプルツイン,,,,4.41,
53054,ＵＦＯキャッチャートリプルツイン,,,,4.41,
53957,ＵＦＯキャッチャートリプルツイン,,,,4.41,
56369,ＵＦＯキャッチャートリプルツイン,,,797040,4.41,
56370,ＵＦＯキャッチャートリプルツイン,,,797040,4.41,
56371,ＵＦＯキャッチャートリプルツイン,,,797040,4.41,
56372,ＵＦＯキャッチャートリプルツイン,,,797040,4.41,
56373,ＵＦＯキャッチャートリプルツイン,,,797040,4.41,
56374,ＵＦＯキャッチャートリプルツイン,,,797040,4.41,
59775,カクテリウム,,,499400,0,
59776,カクテリウム,,,499400,0,
59599,ゲッタースピン（モニター付）,,,851400,0,
30731,スイートランド４ＢＲＩＧＨＴＶｅｒ,,,,3.63,
30733,スイートランド４ＢＲＩＧＨＴＶｅｒ,,,,3.63,
47574,スイートランド５,,,,3.28,
52038,スウィートゴーランド２,,,,5.02,
47723,ビッグキャッチャーでかクレα（非分割タイプ）（ＬＥＤ仕様）,,,,4.38,
47724,ビッグキャッチャーでかクレα（非分割タイプ）（ＬＥＤ仕様）,,,,4.38,
59169,ミニクレ,,,487300,0,
59170,ミニクレ,,,487300,0,
59171,ミニクレ,,,487300,0,
59172,ミニクレ,,,487300,0,
57590,極寒ヒエヒエペン太,,,1077840,0,
34208,Ｂｅａｔ　Ｓｔｒｅａｍ（ビートストリーム）,PANEJA103306,'0120100000000178AF5F,,1.64,
51584,ＤＡＮＣＥ　ＲＵＳＨ　ＳＴＡＲＤＯＭ（ダンスラッシュ）,RECQJA010407,'01201000000001C8F8BB,,10.88,
55173,ＤＤＲ　２０ｔｈアニバーサリーモデル,,'01201000000001D9551C,2138400,8.09,
59396,ＳＯＵＮＤ　ＶＯＬＴＥＸ　ＶａｌｋｙｒｉｅＭｏｄｅｌ,UFCQJB000100,'01201000000001F7779E,1848000,0,
59397,ＳＯＵＮＤ　ＶＯＬＴＥＸ　ＶａｌｋｙｒｉｅＭｏｄｅｌ,UFCQJB000200,'01201000000001F800EC,1848000,0,
59398,ＳＯＵＮＤ　ＶＯＬＴＥＸ　ＶａｌｋｙｒｉｅＭｏｄｅｌ,UFCQJB031300,'01201000000001F98392,1848000,0,
59399,ＳＯＵＮＤ　ＶＯＬＴＥＸ　ＶａｌｋｙｒｉｅＭｏｄｅｌ,UFCQJB031100,'01201000000001F9B9B0,1848000,0,
55763,ＷＡＣＣＡ,A62E01A0395,,1293840,1.5,
55764,ＷＡＣＣＡ,A62E01A0533,,1293840,1.5,
55765,ＷＡＣＣＡ,A62E01A0397,,1293840,1.5,
55766,ＷＡＣＣＡ,A62E01A0258,,1293840,1.5,
55751,ＷＡＣＣＡ（ルーター）,,,21600,0,
55656,ｍａｉｍａｉでらっくす,A63E01C2115,,1779840,3.84,
55657,ｍａｉｍａｉでらっくす,A63E01C2104,,1779840,3.84,
55615,ｍａｉｍａｉでらっくす（ルーター）,,,43200,0,
52341,オンゲキ,A63E01A8627,,,1.83,
52343,オンゲキ,A63E01A8688,,0,1.83,
53932,オンゲキ,A63E01A8118,,,1.83,
53933,オンゲキ,A63E01A8192,,,1.83,
52298,オンゲキ（ルーター）,,,,0,
53925,オンゲキ（ルーター）,,,,0,
40639,チュウニズム,A61E01A8358,,,1.5,
40640,チュウニズム,A61E01A8307,,,1.5,
40641,チュウニズム,A61E01A8371,,,1.5,
40642,チュウニズム,A61E01A8364,,,1.5,
56826,ビートマニアⅡＤＸＬＩＧＨＴＮＩＮＧ　ＭＯＤＥＬ,TDJQJA044009,'01201000000001E19CAF,2728000,0,
56827,ビートマニアⅡＤＸＬＩＧＨＴＮＩＮＧ　ＭＯＤＥＬ,TDJQJA044109,'01201000000001E1A5D4,2728000,0,
56828,ビートマニアⅡＤＸＬＩＧＨＴＮＩＮＧ　ＭＯＤＥＬ,TDJQJA044209,'01201000000001E1A4E3,2728000,0,
30867,ポップンミュージック２１,M39QJA009302,'0120100000000115C9D3,0,1.5,Ｆ筐体
28691,太鼓の達人（新筐体）,ABLN1081407,,,2.79,
28698,太鼓の達人（新筐体）,ABLN1081406,,,2.79,
30340,太鼓の達人（新筐体）,ABLN1081656,,,2.79,
30418,太鼓の達人２（新筐体）,ABLN1081657,,,2.79,
32995,太鼓の達人４（新筐体）,ABLN1081649,,,2.79,
30336,湾岸ミッドナイト　マキシマムチューン４,ABGN3401877,,0,1.5,
30337,湾岸ミッドナイト　マキシマムチューン４,ABGN3401878,,0,1.5,
30338,湾岸ミッドナイト　マキシマムチューン４,ABGN3401879,,0,1.5,
30339,湾岸ミッドナイト　マキシマムチューン４,ABGN3401880,,0,1.5,
30335,湾岸ミッドナイト　マキシマムチューン４（ターミナル）,ABGN1401220,,0,1.5,
58379,ポケモンメザスタ,PMZSE0100698,,0,0,２ｉｎ１筐体
52714,ＦａｔｅＧｒａｎｄＯｒｄｅｒＡｒｃａｄｅ（サテライト）,A63E01A7199,,,2.13,
52715,ＦａｔｅＧｒａｎｄＯｒｄｅｒＡｒｃａｄｅ（サテライト）,A63E01A7202,,,2.13,
52716,ＦａｔｅＧｒａｎｄＯｒｄｅｒＡｒｃａｄｅ（サテライト）,A63E01A7934,,,2.13,
52717,ＦａｔｅＧｒａｎｄＯｒｄｅｒＡｒｃａｄｅ（サテライト）,A63E01A7197,,,2.13,
52749,ＦａｔｅＧｒａｎｄＯｒｄｅｒＡｒｃａｄｅ（サテライト）,A63E01A6364,,0,2.13,
52750,ＦａｔｅＧｒａｎｄＯｒｄｅｒＡｒｃａｄｅ（サテライト）,A63E01A6374,,0,2.13,
52761,ＦａｔｅＧｒａｎｄＯｒｄｅｒＡｒｃａｄｅ（ハブ＆ルーター）,,,,0,
54856,ＷＣＣＦ　ＦＯＯＴＩＳＴＡ,A63E01B8330,,896400,3.51,
54857,ＷＣＣＦ　ＦＯＯＴＩＳＴＡ,A63E01B8331,,896400,3.51,
54858,ＷＣＣＦ　ＦＯＯＴＩＳＴＡ,A63E01B8332,,896400,3.51,
54859,ＷＣＣＦ　ＦＯＯＴＩＳＴＡ,A63E01B8333,,896400,3.51,
54823,ＷＣＣＦ　ＦＯＯＴＩＳＴＡ（ターミナル）,A63E01B5360,,604800,1.51,
55065,ソードアートオンラインアーケード,ABLN3040837,,1295190,1.47,
55066,ソードアートオンラインアーケード,ABLN3040836,,1295190,1.47,
55067,ソードアートオンラインアーケード,ABLN3040835,,1295190,1.47,
55031,ソードアートオンラインアーケード（ターミナル）,ABLN3050554,,1295190,1.5,
48309,ラブライブ！スクールアイドルフェスティバル（サテライト）,,,,1.27,
48310,ラブライブ！スクールアイドルフェスティバル（サテライト）,,,,1.27,
48311,ラブライブ！スクールアイドルフェスティバル（サテライト）,,,,1.27,
48254,ラブライブ！スクールアイドルフェスティバル（ターミナル）,,,,1.5,
46606,艦これアーケード（サテライト）,A61E01B2691,,,1.94,
46607,艦これアーケード（サテライト）,A61E01B2147,,,1.94,
46534,艦これアーケード（ハブ＆ルーター）,,,,0,
57228,カードコネクト,TCSQJA009909,'01201000000001E3173E,1034000,0,
59211,カードコネクト,TCSQJA060300,'01201000000001F663D4,1089000,0,
52433,カードメイカー,A63E01A5732,,,0,
13438,セガカード販売機,,,,0,
22675,セガカード販売機,,,,0,
34601,バーチャファイター４カード販売機,,,,0,
6963,バーチャファイター４カード販売機,,,,0,
25659,兎野性の闘牌オンラインカード販売機,,,,0,
30395,ＰＡＳＥＬＩチャージ機,LA9QJA026002,,,0,
53907,大会売上,,,,0,大会売上計上用
12189,両替機（グローリー）,,,,0,
10746,両替機（グローリー）,,,,0,
17397,両替機（グローリー）,,,,0,
22850,両替機（グローリー）,,,,0,
22851,両替機（グローリー）,,,,0,
22852,両替機（グローリー）,,,,0,
55343,ＡＬＬ．ＮＥＴＰ－ｒａｓＭＬＵＴＩⅢ（ハブ＆ルーター）,,,48600,0,
31817,ＣＯＤＥ　ＯＦ　ＪＯＫＥＲ,A72E01M3613,,0,1.5,
31823,ＣＯＤＥ　ＯＦ　ＪＯＫＥＲ,A62E01M3614,,0,1.5,
38909,Ｗｏｎｄｅｒｌａｎｄ　Ｗａｒｓ（サテライト）,A61E01A3608,,0,1.5,
38912,Ｗｏｎｄｅｒｌａｎｄ　Ｗａｒｓ（サテライト）,A61E01A4220,,0,1.5,
39580,Ｗｏｎｄｅｒｌａｎｄ　Ｗａｒｓ（サテライト）,A61E01A4230,,0,1.5,
39581,Ｗｏｎｄｅｒｌａｎｄ　Ｗａｒｓ（サテライト）,A61E01A4259,,,1.5,
46648,Ｗｏｎｄｅｒｌａｎｄ　Ｗａｒｓ（ターミナル）,A61E01A4751,,0,0,
38735,Ｗｏｎｄｅｒｌａｎｄ　Ｗａｒｓ（ハブ＆ルーター）,,,0,0,
57477,クイズマジックアカデミー（ＨＧ筐体）,TMAQJA014609,'01201000000001EC3F46,657800,69.42,
57478,クイズマジックアカデミー（ＨＧ筐体）,TMAQJA014709,'01201000000001EDDB7E,657800,69.42,
57479,クイズマジックアカデミー（ＨＧ筐体）,TMAQJA014809,'01201000000001EDD703,657800,69.42,
57480,クイズマジックアカデミー（ＨＧ筐体）,TMAQJA014909,'01201000000001ED5587,657800,69.42,
49378,セガネットワーク対戦麻雀ＭＪ４（サーバー本体）,A72E01M0444,,,0,
49379,セガネットワーク対戦麻雀ＭＪ４（モニター本体）,,,,1.5,
54211,ボンバーガール,QBGQJB023408,'01201000000001D266D8,,1.5,
54212,ボンバーガール,QBGQJB023208,'01201000000001D23D0E,,1.5,
54213,ボンバーガール,QBGQJB023308,'01201000000001D296AA,,1.5,
54214,ボンバーガール,QBGQJB023108,'01201000000001D27683,,1.5,
53578,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3114412,,,1.3,
53579,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3114414,,,1.3,
53580,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3114825,,,1.3,
53581,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3114826,,,1.3,
53582,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3114827,,,1.3,
53583,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3114828,,,1.3,
53915,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3114824,,,1.3,
53916,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3114891,,,1.3,
53917,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3114892,,,1.3,
53918,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3114893,,,1.3,
53919,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3114894,,,1.3,
53920,機動戦士ＥＸＶＳ２（グリージョ筐体）,ABLN3114895,,,1.3,
53408,機動戦士ガンダムＥＸＶＳ２（モニター）,ABLN1111378,,0,2.27,
53914,機動戦士ガンダムＥＸＶＳ２（モニター）,ABLN1111386,,0,2.27,
59113,武装神姫アーマードプリンセスバトルコンダクター,TBSQJA010900,'01201000000001F31866,932800,0,
59114,武装神姫アーマードプリンセスバトルコンダクター,TBSQJA011000,'01201000000001F31675,932800,0,
59115,武装神姫アーマードプリンセスバトルコンダクター,TBSQJA011100,'01201000000001F34FCD,932800,0,
59116,武装神姫アーマードプリンセスバトルコンダクター,TBSQJA011200,'01201000000001F3AD8A,932800,0,
49400,麻雀格闘倶楽部（本体）,IK9EJP189409,'0120100000000026F283,0,2.03,
50292,麻雀格闘倶楽部－ＨＧ筐体（サテライト）,QK9QJA099207,'01201000000001B8B6B0,,1.5,
50293,麻雀格闘倶楽部－ＨＧ筐体（サテライト）,QK9QJA099107,'01201000000001B847F5,,1.5,
50294,麻雀格闘倶楽部－ＨＧ筐体（サテライト）,QK9QJA129907,'01201000000001B9ACE9,,1.5,
50295,麻雀格闘倶楽部－ＨＧ筐体（サテライト）,QK9QJA129807,'01201000000001BA4518,,1.5,
49324,ＭＡＸ,,,,1.5,
49327,ハイパースロットＦ２,,,,1.5,
49326,ハイパースロットＦ２,,,,1.5,
49328,ハイパースロットＦ２,,,,1.5,
10952,ハイパースロットＦ２ツイン,,,,0.855,
10951,ハイパースロットＦ２ツイン,,,,0.855,
7846,ハイパースロットツイン,,,,0.855,
7847,ハイパースロットツイン,,,,0.855,
49329,プロスロット,,,,1.5,
23559,プロハンターＦＸＲＷツイン,,,,1.22,
23560,プロハンターＦＸＲＷツイン,,,,1.22,
49344,ＲＥＡＣＨ筐体（マインズ）,,,,1.5,
49343,ＲＥＡＣＨ筐体（マインズ）,,,,1.5,
49348,プロハンターＦＸ,,,,1.5,
49349,プロハンターＦＸ,,,,1.5,
49347,プロハンターＦＸ,,,,1.5,
49350,プロハンターＦＸ,,,,1.5,
7099,プロハンターＦＸツイン,,,,0.935,
7100,プロハンターＦＸツイン,,,,0.935,
50618,ＴＲＹ　ＰＯＤ,,,,4.66,
50619,ＴＲＹ　ＰＯＤ,,,,4.66,
50620,ＴＲＹ　ＰＯＤ,,,,4.66,
39679,ＵＦＯキャッチャー９,,,,4.46,
39680,ＵＦＯキャッチャー９,,,,4.46,
39681,ＵＦＯキャッチャー９,,,,4.46,
40039,ＵＦＯキャッチャー９,,,,4.46,
40045,ＵＦＯキャッチャー９,,,,4.46,
40047,ＵＦＯキャッチャー９,,,,4.46,
40050,ＵＦＯキャッチャー９,,,,4.46,
40069,ＵＦＯキャッチャー９,,,,4.46,
40071,ＵＦＯキャッチャー９,,,,4.46,
49630,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49631,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49632,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49633,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49634,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49635,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49636,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49637,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49638,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49639,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49640,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49641,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49642,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49643,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49644,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49645,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49646,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49647,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49648,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
49649,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,,4.41,
57988,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,990000,4.41,
57989,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,990000,4.41,
57990,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,990000,4.41,
57991,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,990000,4.41,
57992,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,990000,4.41,
57993,ＵＦＯキャッチャー９Ｓｅｃｏｎｄ,,,990000,4.41,
54361,ＵＦＯキャッチャーＤＵＥＴ,,,,1.69,合計メーター
54362,ＵＦＯキャッチャーＤＵＥＴ,,,,1.69,合計メーター
54365,ＵＦＯキャッチャーＤＵＥＴ,,,,1.69,合計メーター
54366,ＵＦＯキャッチャーＤＵＥＴ,,,,1.69,合計メーター
56437,ＵＦＯキャッチャーＤＵＥＴ,,,797040,1.69,合計メーター
56438,ＵＦＯキャッチャーＤＵＥＴ,,,797040,1.69,合計メーター
49650,ＵＦＯキャッチャートリプル,,,,4.56,
49651,ＵＦＯキャッチャートリプル,,,,4.56,
49652,ＵＦＯキャッチャートリプル,,,,4.56,
49653,ＵＦＯキャッチャートリプル,,,,4.56,
49654,ＵＦＯキャッチャートリプル,,,,4.56,
50806,ＵＦＯキャッチャートリプル,,,,4.56,
50807,ＵＦＯキャッチャートリプル,,,,4.56,
52871,ＵＦＯキャッチャートリプルツイン,,,,4.41,
52872,ＵＦＯキャッチャートリプルツイン,,,,4.41,
56407,ＵＦＯキャッチャートリプルツイン,,,797040,4.41,
56408,ＵＦＯキャッチャートリプルツイン,,,797040,4.41,
56415,ＵＦＯキャッチャートリプルツイン,,,797040,4.41,
56416,ＵＦＯキャッチャートリプルツイン,,,797040,4.41,
56417,ＵＦＯキャッチャートリプルツイン,,,797040,4.41,
56418,ＵＦＯキャッチャートリプルツイン,,,797040,4.41,
59602,ゲッタースピン（モニター付）,,,851400,0,
49493,スイートランド４（クーラー）,,,,3.63,
49494,スイートランド４（クーラー）,,,,3.63,
47598,スイートランド５,,,,3.28,
47599,スイートランド５,,,,3.28,
52054,スウィートゴーランド２,,,,5.02,
59207,ミニクレ,,,487300,0,
59208,ミニクレ,,,487300,0,
57601,極寒ヒエヒエペン太,,,1077840,0,
59438,ＳＯＵＮＤ　ＶＯＬＴＥＸ　ＶａｌｋｙｒｉｅＭｏｄｅｌ,UFCQJB019000,'01201000000001F8B500,1848000,0,
59439,ＳＯＵＮＤ　ＶＯＬＴＥＸ　ＶａｌｋｙｒｉｅＭｏｄｅｌ,UFCQJB019100,'01201000000001F8F2F0,1848000,0,
55646,ｍａｉｍａｉでらっくす,A63E01C0855,,699840,3.84,
55647,ｍａｉｍａｉでらっくす,A63E01C0860,,699840,3.84,
55630,ｍａｉｍａｉでらっくす（ルーター）,,,43200,0,
52396,オンゲキ,A63E01A8351,,,1.83,
52397,オンゲキ,A63E01A8352,,,1.83,
52314,オンゲキ（ルーター）,,,,0,
40643,チュウニズム,A61E01A8326,,,1.5,
40644,チュウニズム,A61E01A8348,,,1.5,
56859,ビートマニアⅡＤＸＬＩＧＨＴＮＩＮＧ　ＭＯＤＥＬ,TDJQJA013409,'01201000000001E0B19E,2728000,0,
56860,ビートマニアⅡＤＸＬＩＧＨＴＮＩＮＧ　ＭＯＤＥＬ,TDJQJA013509,'01201000000001E0298E,2728000,0,
28697,太鼓の達人（新筐体）,ABLN1080977,,,2.79,
36581,太鼓の達人（新筐体）,ABLN1080978,,,2.79,
49470,太鼓の達人（新筐体）,ABLN1083479,,,2.79,
49048,イニシャルＤ　ＡＲＣＡＤＥ　ＳＴＡＧＥ　Ｚｅｒｏ（ルーター）,,,0,0,
48988,イニシャルＤ　ＡＲＣＡＤＥ　ＳＴＡＧＥ　Ｚｅｒｏ（黄色）,A63E01D4778,,0,1.5,
49070,イニシャルＤ　ＡＲＣＡＤＥ　ＳＴＡＧＥ　Ｚｅｒｏ（黄色）,A63E01D4979,,0,1.5,
48987,イニシャルＤ　ＡＲＣＡＤＥ　ＳＴＡＧＥ　Ｚｅｒｏ（白色）,A63E01D4777,,0,1.5,筐体資産シール貼間違え発覚、ゲーム機名を黄→白修正(R3.2.21)
49071,イニシャルＤ　ＡＲＣＡＤＥ　ＳＴＡＧＥ　Ｚｅｒｏ（白色）,A63E01D4976,,0,1.5,
49506,マリオカートアーケードグランプリＤＸ,ABGN3021335,,,1.5,
49507,マリオカートアーケードグランプリＤＸ,ABGN3021337,,,1.5,
49508,湾岸ミッドナイト　マキシマムチューン４（ターミナル）,ABGN1401391,,0,1.5,
49509,湾岸ミッドナイト　マキシマムチューン５,ABGN3402561,,0,1.5,
49510,湾岸ミッドナイト　マキシマムチューン５,ABGN3402562,,0,1.5,
49511,湾岸ミッドナイト　マキシマムチューン５,ABGN3402563,,0,1.5,
49512,湾岸ミッドナイト　マキシマムチューン５,ABGN3402564,,0,1.5,
26458,ＦＯＲＴＵＮＥ　ＴＲＩＮＩＴＹ（メダル機）,PX3EJA015906,,,25.12,
37536,アニマロッタ,M70EJA023412,'01201000000001253736,0,15.2,
